성별,생일,결혼 유무,종교 유무,직업 코드,소득,지역구,나이,직업,연령대,점수,신용
남성,1977,무응답,있슴,243,301.66,대전/충남,44,간호사,중년,6.3,96
남성,1986,무응답,없슴,243,208.3,대전/충남,35,간호사,중년,7.1,87
여성,1971,결혼,없슴,243,484,대전/충남,50,간호사,중년,2.8,97
여성,1984,결혼,없슴,243,350,서울,37,간호사,중년,8.2,109
여성,1982,결혼,있슴,243,189,광주/전남/전북/제주도,39,간호사,중년,3.1,101
여성,1965,결혼,없슴,243,305,광주/전남/전북/제주도,56,간호사,중년,3.3,97
여성,1979,이혼,있슴,243,76.1,수도권,42,간호사,중년,3.6,181
여성,1988,무응답,없슴,243,220,광주/전남/전북/제주도,33,간호사,중년,7.7,200
여성,1991,무응답,있슴,243,176.6,광주/전남/전북/제주도,30,간호사,중년,6.7,95
남성,1982,결혼,있슴,243,333.3,광주/전남/전북/제주도,39,간호사,중년,5.5,204
남성,1981,결혼,없슴,243,223.3,대구/경북,40,간호사,중년,6.6,103
여성,1975,결혼,있슴,243,188,부산/경남/울산,46,간호사,중년,4.8,117
여성,1978,결혼,없슴,243,225,부산/경남/울산,43,간호사,중년,5.5,99
여성,1989,무응답,있슴,243,148,부산/경남/울산,32,간호사,중년,6.3,114
여성,1973,결혼,있슴,243,226.3,부산/경남/울산,48,간호사,중년,6.9,86
여성,1990,무응답,있슴,243,194.5,부산/경남/울산,31,간호사,중년,6.5,210
여성,1986,무응답,없슴,243,225.4,부산/경남/울산,35,간호사,중년,8.2,136
여성,1970,결혼,있슴,243,135.4,부산/경남/울산,51,간호사,중년,7.1,285
여성,1967,결혼,있슴,243,104,광주/전남/전북/제주도,54,간호사,중년,7.3,89
여성,1986,무응답,없슴,243,375,서울,35,간호사,중년,8.1,103
여성,1977,무응답,없슴,243,257,부산/경남/울산,44,간호사,중년,7.2,122
여성,1990,무응답,있슴,243,210,수도권,31,간호사,중년,7.4,96
여성,1983,무응답,없슴,243,291,수도권,38,간호사,중년,6.5,91
여성,1962,무응답,없슴,243,375,광주/전남/전북/제주도,59,간호사,중년,5.7,110
여성,1983,무응답,없슴,243,241,부산/경남/울산,38,간호사,중년,7.7,75
여성,1979,결혼,있슴,243,183.3,부산/경남/울산,42,간호사,중년,8.7,65
여성,1980,결혼,없슴,243,353,강원/충북,41,간호사,중년,4.3,96
남성,1975,결혼,없슴,223,634.2,서울,46,정보 시스템 운영자,중년,6.2,69
남성,1966,결혼,있슴,223,750,서울,55,정보 시스템 운영자,중년,3.3,99
남성,1983,무응답,없슴,223,333.3,서울,38,정보 시스템 운영자,중년,2.7,97
여성,1980,무응답,있슴,223,200,대구/경북,41,정보 시스템 운영자,중년,5.2,214
남성,1979,결혼,있슴,223,364.8,대전/충남,42,정보 시스템 운영자,중년,8.2,118
남성,1971,결혼,없슴,223,344,수도권,50,정보 시스템 운영자,중년,6.1,139
남성,1969,결혼,없슴,223,833.66,대전/충남,52,정보 시스템 운영자,중년,8,110
남성,1975,이혼,있슴,223,233.3,수도권,46,정보 시스템 운영자,중년,5.5,104
남성,1961,결혼,없슴,223,680,강원/충북,60,정보 시스템 운영자,노년,5.7,95
남성,1988,결혼,없슴,223,160,강원/충북,33,정보 시스템 운영자,중년,3.7,96
남성,1961,결혼,있슴,223,799.7,서울,60,정보 시스템 운영자,노년,7.1,125
남성,1953,결혼,있슴,223,418.3,서울,68,정보 시스템 운영자,노년,7.8,130
여성,1974,결혼,없슴,252,400,서울,47,학교 교사,중년,7.3,92
남성,1982,무응답,있슴,252,333,서울,39,학교 교사,중년,4.1,106
여성,1973,결혼,있슴,252,465,수도권,48,학교 교사,중년,7.2,179
여성,1978,결혼,있슴,252,321,서울,43,학교 교사,중년,7.7,130
여성,1975,결혼,있슴,252,379,수도권,46,학교 교사,중년,7.1,123
여성,1979,결혼,없슴,252,399.1,서울,42,학교 교사,중년,7.6,127
여성,1963,결혼,있슴,252,505.8,서울,58,학교 교사,중년,7,118
여성,1964,결혼,있슴,252,438.3,서울,57,학교 교사,중년,7.4,105
남성,1986,무응답,없슴,252,225,서울,35,학교 교사,중년,7.7,104
여성,1981,무응답,있슴,252,280,서울,40,학교 교사,중년,7.2,124
여성,1982,결혼,없슴,252,0,수도권,39,학교 교사,중년,6.6,135
남성,1953,결혼,없슴,252,651.7,수도권,68,학교 교사,노년,6,99
여성,1956,결혼,없슴,252,654.2,수도권,65,학교 교사,노년,8.4,84
여성,1987,무응답,없슴,252,195,수도권,34,학교 교사,중년,6.5,119
남성,1958,결혼,없슴,252,655,서울,63,학교 교사,노년,8.9,95
여성,1977,결혼,없슴,252,361.7,부산/경남/울산,44,학교 교사,중년,7.9,90
여성,1965,결혼,있슴,252,598.2,부산/경남/울산,56,학교 교사,중년,6,80
남성,1961,결혼,없슴,252,630.8,대구/경북,60,학교 교사,노년,6.1,184
여성,1967,결혼,없슴,252,585.8,대구/경북,54,학교 교사,중년,7.4,91
남성,1980,결혼,있슴,252,246.6,부산/경남/울산,41,학교 교사,중년,6.2,89
여성,1983,결혼,있슴,252,413.2,대구/경북,38,학교 교사,중년,5.6,114
여성,1982,결혼,있슴,252,170,대구/경북,39,학교 교사,중년,7.2,114
여성,1982,결혼,있슴,252,291.6,강원/충북,39,학교 교사,중년,6.1,96
남성,1979,결혼,있슴,252,333.3,강원/충북,42,학교 교사,중년,3.8,92
남성,1960,결혼,없슴,252,522.6,수도권,61,학교 교사,노년,7.1,75
남성,1965,결혼,있슴,252,587.1,수도권,56,학교 교사,중년,4.5,171
남성,1992,무응답,없슴,252,200,광주/전남/전북/제주도,29,학교 교사,청년,3.8,210
남성,1976,결혼,없슴,252,380.8,광주/전남/전북/제주도,45,학교 교사,중년,6.2,76
남성,1969,결혼,없슴,252,405.4,대전/충남,52,학교 교사,중년,6.6,205
여성,1976,결혼,있슴,252,415,대전/충남,45,학교 교사,중년,4.6,88
여성,1982,무응답,있슴,252,280,대전/충남,39,학교 교사,중년,4.2,87
여성,1984,무응답,있슴,252,260,대전/충남,37,학교 교사,중년,6.8,90
여성,1985,결혼,없슴,252,200,대전/충남,36,학교 교사,중년,7.7,90
남성,1985,무응답,없슴,252,258,대구/경북,36,학교 교사,중년,7.1,117
여성,1975,결혼,있슴,252,0,대구/경북,46,학교 교사,중년,5.9,101
여성,1977,결혼,없슴,252,283,부산/경남/울산,44,학교 교사,중년,4.7,60
여성,1982,결혼,없슴,252,300,부산/경남/울산,39,학교 교사,중년,7,100
남성,1979,무응답,있슴,252,336,서울,42,학교 교사,중년,6.9,90
남성,1967,결혼,없슴,252,545,수도권,54,학교 교사,중년,6.1,190
남성,1975,결혼,있슴,252,380.4,수도권,46,학교 교사,중년,7.6,75
여성,1975,결혼,있슴,252,336.5,수도권,46,학교 교사,중년,3,193
여성,1973,결혼,없슴,252,488.1,수도권,48,학교 교사,중년,2.6,96
여성,1971,결혼,있슴,252,423.3,수도권,50,학교 교사,중년,8.6,104
여성,1977,결혼,없슴,252,0,수도권,44,학교 교사,중년,6.1,90
여성,1978,이혼,없슴,252,250,수도권,43,학교 교사,중년,7.5,178
여성,1983,결혼,있슴,252,0,서울,38,학교 교사,중년,6.7,99
남성,1981,결혼,있슴,252,379.2,수도권,40,학교 교사,중년,8.1,99
여성,1981,결혼,있슴,252,319,수도권,40,학교 교사,중년,4.9,103
여성,1960,결혼,없슴,252,512.1,수도권,61,학교 교사,노년,6.8,73
여성,1978,결혼,있슴,252,291.7,수도권,43,학교 교사,중년,5.7,90
남성,1969,결혼,있슴,252,464.2,수도권,52,학교 교사,중년,8.3,100
남성,1975,결혼,없슴,252,572.5,수도권,46,학교 교사,중년,6.6,84
여성,1969,결혼,있슴,252,556.6,강원/충북,52,학교 교사,중년,7.3,105
남성,1962,결혼,있슴,252,483.3,강원/충북,59,학교 교사,중년,5,94
여성,1963,결혼,있슴,252,508.3,강원/충북,58,학교 교사,중년,7,73
남성,1962,결혼,없슴,252,621.3,강원/충북,59,학교 교사,중년,3.4,225
여성,1963,결혼,없슴,252,633.3,강원/충북,58,학교 교사,중년,5.9,111
여성,1990,무응답,없슴,252,230,서울,31,학교 교사,중년,6,84
여성,1969,결혼,있슴,252,533.33,대전/충남,52,학교 교사,중년,7.4,91
남성,1985,무응답,있슴,252,208.3,대전/충남,36,학교 교사,중년,7.4,79
여성,1983,무응답,있슴,252,328,서울,38,학교 교사,중년,4.2,76
남성,1978,결혼,없슴,252,419.16,대전/충남,43,학교 교사,중년,6.2,90
여성,1980,결혼,없슴,252,360.8,대전/충남,41,학교 교사,중년,6.2,71
여성,1980,결혼,없슴,252,319.16,대전/충남,41,학교 교사,중년,7.5,117
남성,1980,결혼,없슴,252,402.5,대전/충남,41,학교 교사,중년,7.2,108
여성,1974,결혼,없슴,252,413.9,대전/충남,47,학교 교사,중년,7.2,96
여성,1972,결혼,있슴,252,577.83,광주/전남/전북/제주도,49,학교 교사,중년,5.4,117
남성,1979,결혼,없슴,252,353.25,강원/충북,42,학교 교사,중년,7,68
여성,1984,결혼,없슴,252,334.33,강원/충북,37,학교 교사,중년,7.2,86
여성,1971,결혼,있슴,252,417.33,광주/전남/전북/제주도,50,학교 교사,중년,7.9,115
남성,1976,결혼,없슴,252,416.6,대전/충남,45,학교 교사,중년,6.8,90
여성,1975,결혼,없슴,252,0,광주/전남/전북/제주도,46,학교 교사,중년,6.7,91
여성,1976,결혼,없슴,252,380,광주/전남/전북/제주도,45,학교 교사,중년,6.8,89
남성,1983,무응답,없슴,252,301.7,광주/전남/전북/제주도,38,학교 교사,중년,6.9,234
여성,1985,무응답,있슴,252,320,광주/전남/전북/제주도,36,학교 교사,중년,6.8,171
여성,1960,결혼,있슴,252,625,광주/전남/전북/제주도,61,학교 교사,노년,7.2,93
여성,1961,결혼,없슴,252,1000,대구/경북,60,학교 교사,노년,7.4,88
여성,1965,결혼,있슴,252,550.8,대구/경북,56,학교 교사,중년,5.6,234
여성,1962,결혼,없슴,252,450,대구/경북,59,학교 교사,중년,6.8,106
여성,1970,결혼,없슴,252,461,대구/경북,51,학교 교사,중년,7.7,120
남성,1952,결혼,있슴,252,589.1,부산/경남/울산,69,학교 교사,노년,7,97
여성,1954,결혼,있슴,252,505.8,부산/경남/울산,67,학교 교사,노년,7.2,132
남성,1956,결혼,없슴,252,564,부산/경남/울산,65,학교 교사,노년,7.2,121
여성,1957,결혼,없슴,252,255,부산/경남/울산,64,학교 교사,노년,7.2,81
여성,1985,결혼,없슴,252,312.5,부산/경남/울산,36,학교 교사,중년,6.2,90
여성,1977,결혼,있슴,252,381,부산/경남/울산,44,학교 교사,중년,6.2,99
여성,1972,결혼,없슴,252,505,부산/경남/울산,49,학교 교사,중년,6.9,87
남성,1960,결혼,있슴,252,643,부산/경남/울산,61,학교 교사,노년,7,153
남성,1961,결혼,있슴,252,583.3,부산/경남/울산,60,학교 교사,노년,6.7,95
여성,1989,무응답,있슴,252,208.3,부산/경남/울산,32,학교 교사,중년,3.6,98
남성,1961,결혼,있슴,252,458.3,부산/경남/울산,60,학교 교사,노년,6.3,169
여성,1973,결혼,없슴,252,466.6,부산/경남/울산,48,학교 교사,중년,7.4,85
여성,1987,결혼,없슴,252,244.2,부산/경남/울산,34,학교 교사,중년,7.4,111
남성,1976,결혼,없슴,252,441.7,광주/전남/전북/제주도,45,학교 교사,중년,7.3,93
여성,1977,결혼,없슴,252,663.5,광주/전남/전북/제주도,44,학교 교사,중년,6.1,94
남성,1987,무응답,없슴,252,240,광주/전남/전북/제주도,34,학교 교사,중년,8.2,131
여성,1979,결혼,있슴,252,0,수도권,42,학교 교사,중년,7.7,91
남성,1964,결혼,없슴,252,570,광주/전남/전북/제주도,57,학교 교사,중년,7.3,127
남성,1956,결혼,있슴,252,505,서울,65,학교 교사,노년,7.4,80
여성,1977,결혼,있슴,252,438.9,광주/전남/전북/제주도,44,학교 교사,중년,5.7,179
남성,1975,결혼,없슴,252,372,대구/경북,46,학교 교사,중년,7.6,143
여성,1979,결혼,없슴,252,0,대구/경북,42,학교 교사,중년,6.8,84
남성,1980,무응답,없슴,252,355,강원/충북,41,학교 교사,중년,5.6,84
여성,1965,결혼,있슴,252,573.2,광주/전남/전북/제주도,56,학교 교사,중년,4.8,85
여성,1988,무응답,있슴,252,180,부산/경남/울산,33,학교 교사,중년,6.4,186
여성,1987,무응답,있슴,252,360,대구/경북,34,학교 교사,중년,6.8,83
여성,1986,무응답,없슴,252,250,서울,35,학교 교사,중년,6.1,80
여성,1985,무응답,없슴,252,377.7,부산/경남/울산,36,학교 교사,중년,5.2,118
남성,1964,결혼,없슴,252,625.83,대전/충남,57,학교 교사,중년,6.9,104
여성,1966,결혼,없슴,252,555,대전/충남,55,학교 교사,중년,6,106
남성,1975,무응답,있슴,252,418.7,서울,46,학교 교사,중년,6.3,97
여성,1971,결혼,있슴,259,109.7,서울,50,기타 교육 전문가,중년,6.1,126
여성,1969,결혼,없슴,259,408,서울,52,기타 교육 전문가,중년,5.5,108
여성,1973,결혼,있슴,259,204.66,서울,48,기타 교육 전문가,중년,6.9,128
여성,1972,결혼,없슴,259,140,서울,49,기타 교육 전문가,중년,5.6,122
남성,1962,결혼,있슴,259,150,서울,59,기타 교육 전문가,중년,1.9,156
여성,1970,무응답,있슴,259,77,서울,51,기타 교육 전문가,중년,4.1,78
여성,1971,결혼,없슴,259,80,수도권,50,기타 교육 전문가,중년,5.4,105
여성,1971,결혼,있슴,259,241.619016,서울,50,기타 교육 전문가,중년,6.8,82
여성,1973,결혼,있슴,259,150,서울,48,기타 교육 전문가,중년,7,93
남성,1994,무응답,없슴,259,36.7,서울,27,기타 교육 전문가,청년,6.7,119
남성,1957,결혼,있슴,259,555.8,서울,64,기타 교육 전문가,노년,5.8,91
여성,1961,결혼,없슴,259,170,서울,60,기타 교육 전문가,노년,6.2,107
여성,1985,무응답,있슴,259,130,수도권,36,기타 교육 전문가,중년,2.8,108
남성,1990,무응답,없슴,259,47,서울,31,기타 교육 전문가,중년,7.3,110
여성,1955,결혼,없슴,259,180,서울,66,기타 교육 전문가,노년,5.8,88
여성,1986,무응답,있슴,259,180,서울,35,기타 교육 전문가,중년,6.5,119
남성,1966,이혼,있슴,259,130,서울,55,기타 교육 전문가,중년,6.1,115
여성,1977,무응답,없슴,259,177.3,수도권,44,기타 교육 전문가,중년,5.1,79
여성,1987,무응답,있슴,259,80,수도권,34,기타 교육 전문가,중년,2.2,80
여성,1978,결혼,있슴,259,241.619016,서울,43,기타 교육 전문가,중년,7.2,90
여성,1965,결혼,있슴,259,164,서울,56,기타 교육 전문가,중년,5.7,119
남성,1961,결혼,없슴,259,833.3,서울,60,기타 교육 전문가,노년,3.4,96
남성,1985,무응답,없슴,259,199.2,서울,36,기타 교육 전문가,중년,3.8,114
여성,1971,무응답,없슴,259,130,부산/경남/울산,50,기타 교육 전문가,중년,4.7,76
여성,1967,결혼,없슴,259,241.619016,부산/경남/울산,54,기타 교육 전문가,중년,5.6,111
여성,1968,결혼,없슴,259,250,부산/경남/울산,53,기타 교육 전문가,중년,3.9,96
여성,1976,결혼,있슴,259,210,부산/경남/울산,45,기타 교육 전문가,중년,5.4,121
여성,1978,결혼,있슴,259,100,부산/경남/울산,43,기타 교육 전문가,중년,5.2,100
여성,1974,결혼,있슴,259,200,부산/경남/울산,47,기타 교육 전문가,중년,3.5,116
여성,1970,이혼,없슴,259,138,부산/경남/울산,51,기타 교육 전문가,중년,5.3,213
여성,1980,결혼,있슴,259,80,부산/경남/울산,41,기타 교육 전문가,중년,7.1,120
여성,1972,결혼,있슴,259,136.6,대구/경북,49,기타 교육 전문가,중년,5.5,97
여성,1987,무응답,없슴,259,60,대구/경북,34,기타 교육 전문가,중년,5.9,153
여성,1946,결혼,있슴,259,20,대구/경북,75,기타 교육 전문가,노년,6,92
여성,1973,결혼,있슴,259,150,대구/경북,48,기타 교육 전문가,중년,4.8,126
여성,1976,결혼,있슴,259,241.619016,대구/경북,45,기타 교육 전문가,중년,7.1,74
여성,1970,결혼,없슴,259,150,수도권,51,기타 교육 전문가,중년,8.2,98
여성,1973,무응답,없슴,259,128,수도권,48,기타 교육 전문가,중년,5.7,80
여성,1964,결혼,있슴,259,187,수도권,57,기타 교육 전문가,중년,7.9,94
여성,1981,결혼,없슴,259,317,서울,40,기타 교육 전문가,중년,7.3,144
여성,1965,결혼,있슴,259,241.619016,수도권,56,기타 교육 전문가,중년,7.1,131
여성,1977,결혼,없슴,259,145,수도권,44,기타 교육 전문가,중년,6.4,110
여성,1969,결혼,있슴,259,131.8,광주/전남/전북/제주도,52,기타 교육 전문가,중년,5.9,82
여성,1966,결혼,없슴,259,241.619016,수도권,55,기타 교육 전문가,중년,7.5,70
여성,1980,결혼,있슴,259,241.619016,광주/전남/전북/제주도,41,기타 교육 전문가,중년,6.4,112
남성,1979,결혼,있슴,259,241.619016,광주/전남/전북/제주도,42,기타 교육 전문가,중년,7.4,113
여성,1973,이혼,없슴,259,150,광주/전남/전북/제주도,48,기타 교육 전문가,중년,7.3,97
여성,1975,결혼,없슴,259,200,광주/전남/전북/제주도,46,기타 교육 전문가,중년,7.2,79
여성,1975,결혼,없슴,259,241.619016,강원/충북,46,기타 교육 전문가,중년,6.7,95
여성,1969,결혼,없슴,259,241.619016,대전/충남,52,기타 교육 전문가,중년,7.1,80
여성,1975,결혼,없슴,259,70,부산/경남/울산,46,기타 교육 전문가,중년,6,113
여성,1973,결혼,없슴,259,161,부산/경남/울산,48,기타 교육 전문가,중년,6.7,95
여성,1981,무응답,있슴,259,150,부산/경남/울산,40,기타 교육 전문가,중년,5.6,67
남성,1982,결혼,있슴,259,155,수도권,39,기타 교육 전문가,중년,7,106
여성,1992,무응답,있슴,259,50,수도권,29,기타 교육 전문가,청년,4.9,97
여성,1975,결혼,있슴,259,60,수도권,46,기타 교육 전문가,중년,3.2,89
여성,1973,결혼,있슴,259,178.7,수도권,48,기타 교육 전문가,중년,8.4,87
여성,1984,결혼,없슴,259,241.619016,수도권,37,기타 교육 전문가,중년,6.9,89
여성,1990,무응답,없슴,259,60,수도권,31,기타 교육 전문가,중년,7.5,112
여성,1964,이혼,없슴,259,175,수도권,57,기타 교육 전문가,중년,7.2,80
여성,1972,결혼,없슴,259,241.619016,수도권,49,기타 교육 전문가,중년,7.2,99
남성,1971,결혼,있슴,259,310,수도권,50,기타 교육 전문가,중년,8,91
여성,1967,무응답,없슴,259,109.3,수도권,54,기타 교육 전문가,중년,7.4,108
여성,1975,결혼,있슴,259,241.619016,강원/충북,46,기타 교육 전문가,중년,7.2,94
여성,1975,결혼,있슴,259,90,강원/충북,46,기타 교육 전문가,중년,6.5,115
여성,1960,결혼,없슴,259,80,강원/충북,61,기타 교육 전문가,노년,7.2,112
여성,1962,결혼,있슴,259,163.5,강원/충북,59,기타 교육 전문가,중년,4.2,88
여성,1984,결혼,없슴,259,220,강원/충북,37,기타 교육 전문가,중년,5.1,120
남성,1975,결혼,있슴,259,128,대전/충남,46,기타 교육 전문가,중년,6.4,137
여성,1979,결혼,없슴,259,241.619016,광주/전남/전북/제주도,42,기타 교육 전문가,중년,6.8,104
여성,1982,결혼,없슴,259,155,대전/충남,39,기타 교육 전문가,중년,6.2,82
여성,1977,결혼,있슴,259,84.58,대전/충남,44,기타 교육 전문가,중년,7.5,61
남성,1937,결혼,있슴,259,20,광주/전남/전북/제주도,84,기타 교육 전문가,노년,7.7,94
여성,1985,무응답,없슴,259,180,광주/전남/전북/제주도,36,기타 교육 전문가,중년,6.9,98
여성,1979,결혼,있슴,259,110,광주/전남/전북/제주도,42,기타 교육 전문가,중년,7,69
남성,1990,무응답,없슴,259,60,광주/전남/전북/제주도,31,기타 교육 전문가,중년,7.5,97
남성,1982,결혼,있슴,259,50,수도권,39,기타 교육 전문가,중년,6.3,80
여성,1966,무응답,있슴,259,200,대구/경북,55,기타 교육 전문가,중년,5.5,95
여성,1988,무응답,있슴,259,213.2,대구/경북,33,기타 교육 전문가,중년,8.1,110
여성,1971,결혼,없슴,259,128,부산/경남/울산,50,기타 교육 전문가,중년,6.6,115
여성,1971,무응답,없슴,259,95,부산/경남/울산,50,기타 교육 전문가,중년,5.2,92
여성,1968,결혼,있슴,259,241.619016,부산/경남/울산,53,기타 교육 전문가,중년,5.6,117
여성,1984,결혼,있슴,259,241.619016,부산/경남/울산,37,기타 교육 전문가,중년,3.1,71
여성,1976,결혼,있슴,259,241.619016,부산/경남/울산,45,기타 교육 전문가,중년,8.1,249
여성,1969,무응답,있슴,259,180,광주/전남/전북/제주도,52,기타 교육 전문가,중년,8.3,96
여성,1993,무응답,없슴,259,40,광주/전남/전북/제주도,28,기타 교육 전문가,청년,7.1,80
여성,1981,무응답,없슴,259,150,수도권,40,기타 교육 전문가,중년,8.1,90
여성,1968,결혼,있슴,259,70,대전/충남,53,기타 교육 전문가,중년,7.2,98
여성,1989,무응답,있슴,259,254,부산/경남/울산,32,기타 교육 전문가,중년,6.3,97
여성,1980,결혼,없슴,259,80,부산/경남/울산,41,기타 교육 전문가,중년,4,97
여성,1977,결혼,없슴,259,80,수도권,44,기타 교육 전문가,중년,7.2,91
남성,1937,결혼,없슴,259,20,광주/전남/전북/제주도,84,기타 교육 전문가,노년,6.5,113
남성,1986,무응답,없슴,259,200,광주/전남/전북/제주도,35,기타 교육 전문가,중년,6.5,92
여성,1979,결혼,없슴,259,58.3,수도권,42,기타 교육 전문가,중년,4.9,81
여성,1958,결혼,있슴,259,241.619016,부산/경남/울산,63,기타 교육 전문가,노년,5.2,91
여성,1986,결혼,있슴,259,307.17,부산/경남/울산,35,기타 교육 전문가,중년,7.4,103
여성,1985,무응답,없슴,259,220,수도권,36,기타 교육 전문가,중년,7.4,94
여성,1975,결혼,없슴,259,333.3,광주/전남/전북/제주도,46,기타 교육 전문가,중년,5.4,270
여성,1992,무응답,있슴,259,117,광주/전남/전북/제주도,29,기타 교육 전문가,청년,3.9,125
여성,1964,이혼,있슴,259,241.619016,광주/전남/전북/제주도,57,기타 교육 전문가,중년,5.3,72
여성,1972,결혼,있슴,259,241.619016,수도권,49,기타 교육 전문가,중년,7.8,111
여성,1970,결혼,있슴,259,75,서울,51,기타 교육 전문가,중년,6.4,91
남성,1959,결혼,있슴,259,241.619016,부산/경남/울산,62,기타 교육 전문가,노년,8.1,97
여성,1971,결혼,있슴,259,71.83,부산/경남/울산,50,기타 교육 전문가,중년,6.5,94
여성,1973,결혼,없슴,259,80,서울,48,기타 교육 전문가,중년,5.6,84
여성,1968,결혼,있슴,259,241.619016,대전/충남,53,기타 교육 전문가,중년,5.6,101
여성,1982,무응답,없슴,259,300,대전/충남,39,기타 교육 전문가,중년,6.6,104
여성,1971,무응답,있슴,259,241.619016,서울,50,기타 교육 전문가,중년,6.3,96
남성,1991,무응답,있슴,259,40,강원/충북,30,기타 교육 전문가,중년,7.7,187
남성,1968,결혼,없슴,771,220.3,서울,53,건설구조관련 기능 종사자,중년,7,83
남성,1952,결혼,없슴,771,241.619016,부산/경남/울산,69,건설구조관련 기능 종사자,노년,8,140
여성,1967,결혼,있슴,771,241.619016,대구/경북,54,건설구조관련 기능 종사자,중년,7.2,108
남성,1943,결혼,있슴,771,250,수도권,78,건설구조관련 기능 종사자,노년,4.5,98
남성,1974,결혼,없슴,771,241.619016,수도권,47,건설구조관련 기능 종사자,중년,7.7,89
남성,1965,이혼,없슴,771,241.619016,광주/전남/전북/제주도,56,건설구조관련 기능 종사자,중년,7.2,93
남성,1968,결혼,있슴,771,241.619016,대구/경북,53,건설구조관련 기능 종사자,중년,6.1,89
남성,1962,결혼,없슴,771,254.2,수도권,59,건설구조관련 기능 종사자,중년,6.4,70
남성,1974,결혼,없슴,771,241.619016,수도권,47,건설구조관련 기능 종사자,중년,6.5,99
남성,1972,결혼,없슴,771,241.619016,대구/경북,49,건설구조관련 기능 종사자,중년,7,93
남성,1964,결혼,있슴,771,241.619016,강원/충북,57,건설구조관련 기능 종사자,중년,6.1,103
남성,1986,결혼,없슴,135,167.5,서울,35,정보통신관련 관리자,중년,5.7,85
남성,1982,결혼,있슴,135,241.619016,서울,39,정보통신관련 관리자,중년,5.4,83
남성,1953,결혼,있슴,135,240,서울,68,정보통신관련 관리자,노년,5.9,97
남성,1979,결혼,있슴,135,340,서울,42,정보통신관련 관리자,중년,7.5,113
여성,1983,결혼,없슴,135,241.619016,광주/전남/전북/제주도,38,정보통신관련 관리자,중년,7.7,91
남성,1966,결혼,있슴,135,593.3,서울,55,정보통신관련 관리자,중년,7.1,240
남성,1978,결혼,없슴,135,275,서울,43,정보통신관련 관리자,중년,7.4,113
남성,1984,무응답,있슴,245,231,서울,37,치료사 및 의료기사,중년,7.6,93
남성,1976,결혼,없슴,245,325,수도권,45,치료사 및 의료기사,중년,6.4,90
남성,1988,무응답,있슴,245,209.9,서울,33,치료사 및 의료기사,중년,7.4,93
여성,1990,무응답,있슴,245,200.3,서울,31,치료사 및 의료기사,중년,6.8,215
남성,1971,결혼,있슴,245,511.3,서울,50,치료사 및 의료기사,중년,6.5,85
남성,1980,결혼,없슴,245,360,수도권,41,치료사 및 의료기사,중년,6,97
남성,1969,결혼,없슴,245,270.8,부산/경남/울산,52,치료사 및 의료기사,중년,7.3,70
여성,1990,무응답,있슴,245,171.6,대구/경북,31,치료사 및 의료기사,중년,7.3,118
남성,1987,무응답,있슴,245,216.6,광주/전남/전북/제주도,34,치료사 및 의료기사,중년,6.5,98
여성,1981,결혼,없슴,245,204.7,광주/전남/전북/제주도,40,치료사 및 의료기사,중년,6,95
남성,1978,결혼,있슴,245,487.5,대전/충남,43,치료사 및 의료기사,중년,5.3,93
여성,1973,결혼,없슴,245,250,서울,48,치료사 및 의료기사,중년,6.6,83
여성,1986,결혼,없슴,245,228.7,수도권,35,치료사 및 의료기사,중년,6.1,127
남성,1982,결혼,없슴,245,428,수도권,39,치료사 및 의료기사,중년,7.1,102
여성,1991,무응답,있슴,245,170,서울,30,치료사 및 의료기사,중년,8.7,79
여성,1983,결혼,없슴,245,0,강원/충북,38,치료사 및 의료기사,중년,8.4,87
여성,1985,무응답,없슴,245,210,광주/전남/전북/제주도,36,치료사 및 의료기사,중년,5.8,96
여성,1987,무응답,없슴,245,180,광주/전남/전북/제주도,34,치료사 및 의료기사,중년,6.2,162
여성,1992,무응답,있슴,245,149,광주/전남/전북/제주도,29,치료사 및 의료기사,청년,5.8,168
여성,1990,무응답,없슴,245,170,광주/전남/전북/제주도,31,치료사 및 의료기사,중년,5.7,111
여성,1977,무응답,없슴,245,166.7,광주/전남/전북/제주도,44,치료사 및 의료기사,중년,6.1,123
남성,1974,결혼,있슴,245,273,광주/전남/전북/제주도,47,치료사 및 의료기사,중년,6.4,81
남성,1941,결혼,있슴,245,241.619016,대구/경북,80,치료사 및 의료기사,노년,5,83
여성,1989,무응답,없슴,245,178,부산/경남/울산,32,치료사 및 의료기사,중년,6.5,97
여성,1979,결혼,없슴,245,216,부산/경남/울산,42,치료사 및 의료기사,중년,4.6,58
남성,1964,결혼,있슴,245,241.619016,부산/경남/울산,57,치료사 및 의료기사,중년,7.7,89
여성,1976,무응답,없슴,245,170.5,수도권,45,치료사 및 의료기사,중년,7.3,107
남성,1989,무응답,없슴,245,120,광주/전남/전북/제주도,32,치료사 및 의료기사,중년,6.6,180
남성,1965,결혼,있슴,245,540,서울,56,치료사 및 의료기사,중년,6.4,95
여성,1984,결혼,없슴,245,255.8,수도권,37,치료사 및 의료기사,중년,5.8,93
남성,1959,결혼,없슴,245,370,대전/충남,62,치료사 및 의료기사,노년,7.2,90
여성,1988,무응답,없슴,245,231.6,대전/충남,33,치료사 및 의료기사,중년,7.2,86
여성,1985,무응답,있슴,245,194.95,강원/충북,36,치료사 및 의료기사,중년,3.5,76
